,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
1498,Germany,DEU,2021-01-15,1090803.0,1090259.0,544.0,92744.0,75709.0,1.3,1.3,0.0,904.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1499,Germany,DEU,2021-01-16,1148113.0,1147171.0,942.0,57310.0,75725.0,1.37,1.37,0.0,904.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1500,Germany,DEU,2021-01-17,1192631.0,1178078.0,14553.0,44518.0,77328.0,1.42,1.41,0.02,923.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1501,Germany,DEU,2021-01-18,1266834.0,1235871.0,30963.0,74203.0,78557.0,1.51,1.48,0.04,938.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1502,Germany,DEU,2021-01-19,1361415.0,1303429.0,57986.0,94581.0,80353.0,1.62,1.56,0.07,959.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1503,Germany,DEU,2021-01-20,1489722.0,1381192.0,108530.0,128307.0,84539.0,1.78,1.65,0.13,1009.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1504,Germany,DEU,2021-01-21,1584901.0,1441460.0,143441.0,95179.0,83835.0,1.89,1.72,0.17,1001.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1505,Germany,DEU,2021-01-22,1699222.0,1525176.0,174046.0,114321.0,86917.0,2.03,1.82,0.21,1037.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1506,Germany,DEU,2021-01-23,1791050.0,1573917.0,217133.0,91828.0,91848.0,2.14,1.88,0.26,1096.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1507,Germany,DEU,2021-01-24,1856984.0,1611823.0,245161.0,65934.0,94908.0,2.22,1.92,0.29,1133.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1508,Germany,DEU,2021-01-25,1954074.0,1669507.0,284567.0,97090.0,98177.0,2.33,1.99,0.34,1172.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1509,Germany,DEU,2021-01-26,2056648.0,1722685.0,333963.0,102574.0,99319.0,2.45,2.06,0.4,1185.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1510,Germany,DEU,2021-01-27,2169161.0,1776611.0,392550.0,112513.0,97063.0,2.59,2.12,0.47,1158.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1511,Germany,DEU,2021-01-28,2269420.0,1828163.0,441257.0,100259.0,97788.0,2.71,2.18,0.53,1167.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1512,Germany,DEU,2021-01-29,2379086.0,1884704.0,494382.0,109666.0,97123.0,2.84,2.25,0.59,1159.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1513,Germany,DEU,2021-01-30,2464918.0,1923403.0,541515.0,85832.0,96267.0,2.94,2.3,0.65,1149.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1514,Germany,DEU,2021-01-31,2527338.0,1954690.0,572648.0,62420.0,95765.0,3.02,2.33,0.68,1143.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1515,Germany,DEU,2021-02-01,2641669.0,2003613.0,638056.0,114331.0,98228.0,3.15,2.39,0.76,1172.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1516,Germany,DEU,2021-02-02,2767735.0,2060368.0,707367.0,126066.0,101584.0,3.3,2.46,0.84,1212.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1517,Germany,DEU,2021-02-03,2908418.0,2116917.0,791501.0,140683.0,105608.0,3.47,2.53,0.94,1260.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1518,Germany,DEU,2021-02-04,3042468.0,2178918.0,863550.0,134050.0,110435.0,3.63,2.6,1.03,1318.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1519,Germany,DEU,2021-02-05,3173278.0,2237594.0,935684.0,130810.0,113456.0,3.79,2.67,1.12,1354.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1520,Germany,DEU,2021-02-06,3276413.0,2285641.0,990772.0,103135.0,115928.0,3.91,2.73,1.18,1384.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1521,Germany,DEU,2021-02-07,3335589.0,2318340.0,1017249.0,59176.0,115464.0,3.98,2.77,1.21,1378.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1522,Germany,DEU,2021-02-08,3442920.0,2374053.0,1068867.0,107331.0,114464.0,4.11,2.83,1.28,1366.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1523,Germany,DEU,2021-02-09,3567041.0,2433808.0,1133233.0,124121.0,114187.0,4.26,2.9,1.35,1363.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1524,Germany,DEU,2021-02-10,3714891.0,2508696.0,1206195.0,147850.0,115210.0,4.43,2.99,1.44,1375.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1525,Germany,DEU,2021-02-11,3858164.0,2579646.0,1278518.0,143273.0,116528.0,4.6,3.08,1.53,1391.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1526,Germany,DEU,2021-02-12,4015610.0,2659068.0,1356542.0,157446.0,120333.0,4.79,3.17,1.62,1436.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1527,Germany,DEU,2021-02-13,4125220.0,2722182.0,1403038.0,109610.0,121258.0,4.92,3.25,1.67,1447.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1528,Germany,DEU,2021-02-14,4191513.0,2761710.0,1429803.0,66293.0,122275.0,5.0,3.3,1.71,1459.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1529,Germany,DEU,2021-02-15,4318012.0,2832338.0,1485674.0,126499.0,125013.0,5.15,3.38,1.77,1492.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1530,Germany,DEU,2021-02-16,4453861.0,2913572.0,1540289.0,135849.0,126689.0,5.32,3.48,1.84,1512.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1531,Germany,DEU,2021-02-17,4601920.0,3007247.0,1594673.0,148059.0,126718.0,5.49,3.59,1.9,1512.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1532,Germany,DEU,2021-02-18,4745274.0,3098730.0,1646544.0,143354.0,126730.0,5.66,3.7,1.97,1513.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1533,Germany,DEU,2021-02-19,4893514.0,3193784.0,1699730.0,148240.0,125415.0,5.84,3.81,2.03,1497.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1534,Germany,DEU,2021-02-20,5005321.0,3268068.0,1737253.0,111807.0,125729.0,5.97,3.9,2.07,1501.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1535,Germany,DEU,2021-02-21,5090839.0,3324603.0,1766236.0,85518.0,128475.0,6.08,3.97,2.11,1533.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1536,Germany,DEU,2021-02-22,5239733.0,3422013.0,1817720.0,148894.0,131674.0,6.25,4.08,2.17,1572.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1537,Germany,DEU,2021-02-23,5385336.0,3522922.0,1862414.0,145603.0,133068.0,6.43,4.2,2.22,1588.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1538,Germany,DEU,2021-02-24,5544145.0,3633282.0,1910863.0,158809.0,134604.0,6.62,4.34,2.28,1607.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Robert Koch Institut,https://impfdashboard.de/
1560,Gibraltar,GIB,2021-01-31,13286.0,12886.0,400.0,420.0,421.0,39.43,38.25,1.19,12496.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1561,Gibraltar,GIB,2021-02-01,14299.0,12974.0,1325.0,1013.0,537.0,42.44,38.51,3.93,15939.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1562,Gibraltar,GIB,2021-02-02,15391.0,13071.0,2320.0,1092.0,617.0,45.68,38.8,6.89,18313.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1563,Gibraltar,GIB,2021-02-03,16177.0,13166.0,3011.0,786.0,653.0,48.02,39.08,8.94,19382.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1564,Gibraltar,GIB,2021-02-04,17189.0,13246.0,3943.0,1012.0,694.0,51.02,39.32,11.7,20599.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1565,Gibraltar,GIB,2021-02-05,18274.0,13398.0,4876.0,1085.0,773.0,54.24,39.77,14.47,22944.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1566,Gibraltar,GIB,2021-02-06,19072.0,13499.0,5573.0,798.0,887.0,56.61,40.07,16.54,26328.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1567,Gibraltar,GIB,2021-02-07,19072.0,13499.0,5573.0,0.0,827.0,56.61,40.07,16.54,24547.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1568,Gibraltar,GIB,2021-02-08,20044.0,13904.0,6140.0,972.0,821.0,59.49,41.27,18.22,24369.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1569,Gibraltar,GIB,2021-02-09,21021.0,14302.0,6719.0,977.0,804.0,62.39,42.45,19.94,23864.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1570,Gibraltar,GIB,2021-02-10,21999.0,15262.0,6737.0,978.0,832.0,65.3,45.3,20.0,24695.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1571,Gibraltar,GIB,2021-02-11,23103.0,15436.0,7667.0,1104.0,845.0,68.57,45.82,22.76,25081.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1572,Gibraltar,GIB,2021-02-12,24195.0,15600.0,8595.0,1092.0,846.0,71.81,46.3,25.51,25111.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1573,Gibraltar,GIB,2021-02-13,25287.0,15765.0,9522.0,1092.0,888.0,75.06,46.79,28.26,26357.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1574,Gibraltar,GIB,2021-02-14,25941.0,15888.0,10053.0,654.0,981.0,77.0,47.16,29.84,29118.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1575,Gibraltar,GIB,2021-02-15,26379.0,16135.0,10244.0,438.0,905.0,78.3,47.89,30.41,26862.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1576,Gibraltar,GIB,2021-02-16,27033.0,16261.0,10772.0,654.0,859.0,80.24,48.27,31.97,25496.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1577,Gibraltar,GIB,2021-02-17,27687.0,16384.0,11303.0,654.0,813.0,82.18,48.63,33.55,24131.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1578,Gibraltar,GIB,2021-02-18,28778.0,16725.0,12053.0,1091.0,811.0,85.42,49.64,35.78,24072.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1579,Gibraltar,GIB,2021-02-19,29334.0,16761.0,12573.0,556.0,734.0,87.07,49.75,37.32,21786.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1580,Gibraltar,GIB,2021-02-20,29334.0,16761.0,12573.0,0.0,578.0,87.07,49.75,37.32,17156.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1581,Gibraltar,GIB,2021-02-21,30432.0,17826.0,12606.0,1098.0,642.0,90.33,52.91,37.42,19056.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1582,Gibraltar,GIB,2021-02-22,31631.0,18902.0,12729.0,1199.0,750.0,93.89,56.1,37.78,22261.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1583,Gibraltar,GIB,2021-02-23,32705.0,19859.0,12846.0,1074.0,810.0,97.07,58.94,38.13,24042.0,Pfizer/BioNTech,Government of Gibraltar,https://twitter.com/GibraltarGov/status/1364600138698813440
1603,Greece,GRC,2021-01-16,80391.0,80389.0,2.0,4979.0,5709.0,0.77,0.77,0.0,548.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1606,Greece,GRC,2021-01-19,94454.0,93382.0,1072.0,8556.0,5426.0,0.91,0.9,0.01,521.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1607,Greece,GRC,2021-01-20,109831.0,108167.0,1664.0,15377.0,6414.0,1.05,1.04,0.02,615.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1608,Greece,GRC,2021-01-21,125928.0,123667.0,2261.0,16097.0,7853.0,1.21,1.19,0.02,753.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1609,Greece,GRC,2021-01-22,143877.0,141298.0,2579.0,17949.0,9781.0,1.38,1.36,0.02,938.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1610,Greece,GRC,2021-01-23,160101.0,156966.0,3135.0,16224.0,11387.0,1.54,1.51,0.03,1092.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1613,Greece,GRC,2021-01-26,197755.0,184610.0,13145.0,17804.0,14757.0,1.9,1.77,0.13,1416.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1614,Greece,GRC,2021-01-27,216040.0,198161.0,17879.0,18285.0,15173.0,2.07,1.9,0.17,1456.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1615,Greece,GRC,2021-01-28,234285.0,210488.0,23797.0,18245.0,15480.0,2.25,2.02,0.23,1485.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1616,Greece,GRC,2021-01-29,253363.0,220621.0,32742.0,19078.0,15641.0,2.43,2.12,0.31,1501.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1617,Greece,GRC,2021-01-30,271287.0,232399.0,38888.0,17924.0,15884.0,2.6,2.23,0.37,1524.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1620,Greece,GRC,2021-02-02,315628.0,261543.0,54085.0,21811.0,16839.0,3.03,2.51,0.52,1616.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1621,Greece,GRC,2021-02-03,338122.0,276103.0,62019.0,22494.0,17440.0,3.24,2.65,0.6,1673.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1622,Greece,GRC,2021-02-04,359723.0,291259.0,68464.0,21601.0,17920.0,3.45,2.79,0.66,1719.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1623,Greece,GRC,2021-02-05,380136.0,306441.0,73695.0,20413.0,18110.0,3.65,2.94,0.71,1737.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1624,Greece,GRC,2021-02-06,397857.0,318097.0,79760.0,17721.0,18081.0,3.82,3.05,0.77,1735.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1627,Greece,GRC,2021-02-09,437872.0,345290.0,92582.0,20307.0,17463.0,4.2,3.31,0.89,1675.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1628,Greece,GRC,2021-02-10,459535.0,353412.0,106123.0,21663.0,17345.0,4.41,3.39,1.02,1664.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1629,Greece,GRC,2021-02-11,482416.0,360800.0,121616.0,22881.0,17528.0,4.63,3.46,1.17,1682.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1630,Greece,GRC,2021-02-12,506038.0,366749.0,139289.0,23622.0,17986.0,4.85,3.52,1.34,1726.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1631,Greece,GRC,2021-02-13,526369.0,371462.0,154907.0,20331.0,18359.0,5.05,3.56,1.49,1761.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1634,Greece,GRC,2021-02-16,575766.0,397840.0,177926.0,21021.0,19699.0,5.52,3.82,1.71,1890.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1635,Greece,GRC,2021-02-17,603667.0,412970.0,190697.0,27901.0,20590.0,5.79,3.96,1.83,1975.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1636,Greece,GRC,2021-02-18,634037.0,430124.0,203913.0,30370.0,21660.0,6.08,4.13,1.96,2078.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1637,Greece,GRC,2021-02-19,664347.0,449073.0,215274.0,30310.0,22616.0,6.37,4.31,2.07,2170.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1638,Greece,GRC,2021-02-20,693436.0,465842.0,227594.0,29089.0,23867.0,6.65,4.47,2.18,2290.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1639,Greece,GRC,2021-02-21,697245.0,467656.0,229589.0,3809.0,22384.0,6.69,4.49,2.2,2148.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1640,Greece,GRC,2021-02-22,730410.0,486820.0,243590.0,33165.0,25095.0,7.01,4.67,2.34,2408.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1641,Greece,GRC,2021-02-23,762624.0,505148.0,257476.0,32214.0,26694.0,7.32,4.85,2.47,2561.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1642,Greece,GRC,2021-02-24,794347.0,522510.0,271837.0,31723.0,27240.0,7.62,5.01,2.61,2613.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Ministry of Health,https://www.data.gov.gr/datasets/mdg_emvolio/
1699,Hungary,HUN,2021-01-18,131332.0,129689.0,1643.0,8144.0,7536.0,1.36,1.34,0.02,780.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1700,Hungary,HUN,2021-01-19,133257.0,130318.0,2939.0,1925.0,6618.0,1.38,1.35,0.03,685.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1701,Hungary,HUN,2021-01-20,138584.0,134554.0,4030.0,5327.0,6069.0,1.43,1.39,0.04,628.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1702,Hungary,HUN,2021-01-21,144798.0,138983.0,5815.0,6214.0,5581.0,1.5,1.44,0.06,578.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1703,Hungary,HUN,2021-01-22,150128.0,143184.0,6944.0,5330.0,5326.0,1.55,1.48,0.07,551.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1704,Hungary,HUN,2021-01-23,153392.0,145257.0,8135.0,3264.0,4778.0,1.59,1.5,0.08,495.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1705,Hungary,HUN,2021-01-24,156098.0,146695.0,9403.0,2706.0,4701.0,1.62,1.52,0.1,487.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1706,Hungary,HUN,2021-01-25,162315.0,149676.0,12639.0,6217.0,4426.0,1.68,1.55,0.13,458.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
1707,Hungary,HUN,2021-01-26,170476.0,152704.0,17772.0,8161.0,5317.0,1.76,1.58,0.18,550.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Hungary,https://koronavirus.gov.hu/cikkek/4385-fovel-emelkedett-beazonositott-fertozottek-szama-es-elhunyt-120-beteg
